,row,col,StemTag,frac,Feb_B02,Feb_B03,Feb_B04,Feb_B05,Feb_B06,Feb_B07,Feb_B08,Feb_B8A,Feb_B11,Feb_B12,Mar_B02,Mar_B03,Mar_B04,Mar_B05,Mar_B06,Mar_B07,Mar_B08,Mar_B8A,Mar_B11,Mar_B12,Jun_B02,Jun_B03,Jun_B04,Jun_B05,Jun_B06,Jun_B07,Jun_B08,Jun_B8A,Jun_B11,Jun_B12,Jul_B02,Jul_B03,Jul_B04,Jul_B05,Jul_B06,Jul_B07,Jul_B08,Jul_B8A,Jul_B11,Jul_B12,Aug_B02,Aug_B03,Aug_B04,Aug_B05,Aug_B06,Aug_B07,Aug_B08,Aug_B8A,Aug_B11,Aug_B12,Sep_B02,Sep_B03,Sep_B04,Sep_B05,Sep_B06,Sep_B07,Sep_B08,Sep_B8A,Sep_B11,Sep_B12,Oct_B02,Oct_B03,Oct_B04,Oct_B05,Oct_B06,Oct_B07,Oct_B08,Oct_B8A,Oct_B11,Oct_B12,Nov_B02,Nov_B03,Nov_B04,Nov_B05,Nov_B06,Nov_B07,Nov_B08,Nov_B8A,Nov_B11,Nov_B12,status,BBD,BLD,year,crown_intact,crown_living,FAD,Apr_B02,Apr_B03,Apr_B04,Apr_B05,Apr_B06,Apr_B07,Apr_B08,Apr_B8A,Apr_B11,Apr_B12,Dec_B02,Dec_B03,Dec_B04,Dec_B05,Dec_B06,Dec_B07,Dec_B08,Dec_B8A,Dec_B11,Dec_B12,Jan_B02,Jan_B03,Jan_B04,Jan_B05,Jan_B06,Jan_B07,Jan_B08,Jan_B8A,Jan_B11,Jan_B12,May_B02,May_B03,May_B04,May_B05,May_B06,May_B07,May_B08,May_B8A,May_B11,May_B12
3,24,61,331632,2.908859507092053,0.1164,0.1321,0.1374,0.1702,0.2401,0.2582,0.289,0.2889,0.2022,0.1715,0.1239,0.1395,0.1406,0.1833,0.2459,0.2628,0.2748,0.2872,0.2619,0.1946,0.1271,0.1515,0.1248,0.1904,0.4169,0.4843,0.4692,0.5062,0.2759,0.1718,0.1289,0.1457,0.1209,0.1761,0.4001,0.4781,0.4706,0.5007,0.2795,0.1728,0.2055,0.2029,0.1707,0.2134,0.3869,0.4516,0.4648,0.4767,0.277,0.1742,0.1145,0.1411,0.1199,0.2007,0.3671,0.4169,0.4397,0.4406,0.2641,0.165,0.1212,0.1449,0.1659,0.2171,0.2857,0.3121,0.3675,0.363,0.285,0.1936,0.1237,0.1381,0.1396,0.1777,0.2402,0.2657,0.2923,0.2964,0.2527,0.1887,AU,1.0,1.0,2025,90.0,82.0,"I,W,R,K,F",0.1393,0.1551,0.1544,0.2059,0.2728,0.2913,0.3087,0.3206,0.2943,0.2133,,,,,,,,,,,,,,,,,,,,,0.1337,0.1529,0.1472,0.2044,0.277,0.2981,0.3227,0.3262,0.2898,0.2108
4,24,62,331632,10.240190362345217,0.1156,0.1353,0.1381,0.1669,0.2347,0.2567,0.2775,0.2863,0.1994,0.1686,0.1234,0.139,0.1403,0.1808,0.2426,0.2605,0.2735,0.2841,0.2582,0.1917,0.1271,0.1503,0.125,0.1902,0.4165,0.4842,0.471,0.5053,0.2756,0.1715,0.1291,0.1462,0.1224,0.1765,0.3995,0.478,0.4753,0.5022,0.2799,0.1722,0.2038,0.2043,0.171,0.2134,0.3875,0.4528,0.471,0.4764,0.2767,0.1737,0.1144,0.1404,0.1205,0.2011,0.3674,0.4153,0.4161,0.4411,0.2642,0.1652,0.1179,0.1409,0.1591,0.2152,0.2822,0.3121,0.3421,0.3609,0.2825,0.1916,0.1243,0.1367,0.1401,0.1749,0.2375,0.2633,0.2865,0.2915,0.2481,0.1853,AU,1.0,1.0,2025,90.0,82.0,"I,W,R,K,F",0.1388,0.1548,0.1545,0.2038,0.2707,0.2883,0.301,0.3161,0.2919,0.2115,,,,,,,,,,,,,,,,,,,,,0.1351,0.1535,0.1509,0.2034,0.2756,0.2965,0.3107,0.324,0.2864,0.209
5,22,61,331779,3.530245139423529,0.1401,0.1511,0.1575,0.1801,0.2641,0.2812,0.3266,0.3035,0.2094,0.1762,0.1299,0.1485,0.1488,0.188,0.2526,0.2699,0.3089,0.2991,0.2679,0.1973,0.1265,0.1543,0.1254,0.1915,0.4252,0.4914,0.4974,0.5149,0.276,0.1712,0.1294,0.15,0.1231,0.1771,0.4054,0.4877,0.5012,0.5064,0.2793,0.1722,0.2024,0.2044,0.1697,0.2143,0.3954,0.4601,0.4891,0.4859,0.2778,0.174,0.1139,0.1425,0.1208,0.2004,0.3695,0.4231,0.4427,0.4442,0.2623,0.1634,0.12,0.1496,0.1687,0.217,0.2873,0.3191,0.3897,0.3633,0.2749,0.1884,0.1289,0.1435,0.1512,0.1847,0.2536,0.2774,0.3199,0.3035,0.2561,0.1891,AU,1.0,1.0,2025,99.0,99.0,"I,W,K,R",0.143,0.1619,0.16,0.2096,0.2777,0.2952,0.3282,0.3245,0.2996,0.2169,,,,,,,,,,,,,,,,,,,,,0.1396,0.1611,0.1576,0.2102,0.2844,0.3044,0.3345,0.3321,0.2957,0.2136
6,22,62,331779,3.1573889754781455,0.1289,0.1438,0.1473,0.1747,0.2582,0.2769,0.2974,0.2947,0.2052,0.1733,0.1257,0.1455,0.1455,0.1858,0.2503,0.2691,0.2956,0.2984,0.2655,0.1958,0.1267,0.1541,0.1251,0.1914,0.4234,0.4886,0.488,0.5104,0.2752,0.1707,0.1278,0.1479,0.1222,0.1768,0.4022,0.4862,0.4802,0.5032,0.2781,0.1712,0.2032,0.2042,0.1702,0.2134,0.3935,0.4573,0.4691,0.4822,0.2762,0.1733,0.114,0.1417,0.1204,0.1986,0.3684,0.4178,0.4324,0.4413,0.2612,0.163,0.118,0.1403,0.152,0.211,0.2782,0.3119,0.3336,0.354,0.2695,0.1854,0.1248,0.1368,0.1393,0.1797,0.2477,0.2689,0.2885,0.2934,0.2511,0.1853,AU,1.0,1.0,2025,99.0,99.0,"I,W,K,R",0.1402,0.157,0.1569,0.2079,0.2773,0.2944,0.314,0.3219,0.2984,0.2165,,,,,,,,,,,,,,,,,,,,,0.1394,0.1611,0.1606,0.2106,0.2836,0.305,0.333,0.3327,0.2969,0.2139
7,23,61,331779,1.5935662866726554,0.1278,0.1434,0.1501,0.1738,0.2508,0.2681,0.309,0.2954,0.2065,0.1745,0.1297,0.1455,0.1469,0.1864,0.2501,0.267,0.2931,0.2934,0.2662,0.1968,0.1269,0.1551,0.1256,0.1915,0.423,0.4901,0.4836,0.5126,0.2768,0.1719,0.1296,0.1488,0.122,0.1768,0.4052,0.4861,0.4905,0.5083,0.2809,0.173,0.2037,0.2035,0.1702,0.2141,0.3924,0.458,0.4777,0.4832,0.2786,0.1746,0.1153,0.1457,0.1214,0.2023,0.3729,0.4252,0.4508,0.4472,0.2652,0.1651,0.1249,0.1473,0.1711,0.2204,0.2909,0.3199,0.3733,0.3709,0.2849,0.1935,0.128,0.1408,0.1445,0.1822,0.248,0.2741,0.2891,0.3023,0.2565,0.1905,AU,1.0,1.0,2025,99.0,99.0,"I,W,K,R",0.1439,0.1601,0.161,0.2082,0.276,0.2944,0.3234,0.3235,0.2982,0.2159,,,,,,,,,,,,,,,,,,,,,0.1383,0.1591,0.1557,0.2068,0.2803,0.3013,0.3302,0.3296,0.2928,0.212
8,23,62,331779,0.400679885899392,0.1251,0.141,0.148,0.1699,0.2433,0.2648,0.2769,0.2898,0.2027,0.1713,0.126,0.1413,0.1447,0.1838,0.2462,0.2645,0.2807,0.2904,0.2631,0.1947,0.1274,0.1519,0.1255,0.191,0.4214,0.4886,0.4671,0.5097,0.2762,0.1714,0.1294,0.1458,0.1214,0.1767,0.4028,0.4851,0.4667,0.5075,0.2804,0.1721,0.2064,0.2035,0.1698,0.2137,0.3918,0.457,0.4633,0.4812,0.2775,0.1739,0.1147,0.1417,0.1213,0.2009,0.3708,0.4209,0.4153,0.4448,0.2644,0.1649,0.1181,0.1387,0.156,0.2148,0.2825,0.3146,0.3226,0.3628,0.2801,0.1905,0.1244,0.1328,0.1366,0.1778,0.2428,0.268,0.2699,0.2937,0.251,0.1865,AU,1.0,1.0,2025,99.0,99.0,"I,W,K,R",0.1407,0.1572,0.1583,0.2064,0.2743,0.2916,0.3112,0.3193,0.297,0.2149,,,,,,,,,,,,,,,,,,,,,0.1384,0.1585,0.1589,0.2068,0.2797,0.301,0.3213,0.3288,0.2918,0.2117
9,14,48,261167,1.264499789759078,,,,,,,,,,,0.1243,0.1415,0.1422,0.186,0.2587,0.2802,0.3071,0.3072,0.264,0.1921,0.1277,0.1537,0.1261,0.1875,0.4329,0.5073,0.5157,0.5282,0.279,0.1725,0.1295,0.1498,0.1233,0.1769,0.4157,0.5027,0.5118,0.5223,0.2797,0.1717,0.2061,0.2029,0.1708,0.2161,0.3952,0.467,0.4936,0.4968,0.2791,0.1737,0.1155,0.1446,0.1216,0.1965,0.3721,0.4221,0.4381,0.4431,0.2578,0.1623,0.1227,0.1457,0.1644,0.2242,0.2952,0.3208,0.3669,0.3668,0.2791,0.196,0.1224,0.1326,0.1396,0.1773,0.2465,0.2708,0.3018,0.3013,0.2404,0.1774,AU,1.0,1.0,2025,95.0,91.0,K,0.1393,0.1559,0.1535,0.2033,0.2789,0.3015,0.3248,0.334,0.2938,0.2116,,,,,,,,,,,,,,,,,,,,,0.1355,0.1554,0.1517,0.2037,0.2859,0.3143,0.3412,0.3433,0.2878,0.207
10,15,48,261167,6.937607346139362,,,,,,,,,,,0.1252,0.1397,0.1424,0.1874,0.2627,0.2828,0.2995,0.3123,0.2662,0.1932,0.1272,0.1538,0.1259,0.1866,0.4329,0.5075,0.5117,0.5272,0.2796,0.173,0.1299,0.1489,0.1227,0.1771,0.4141,0.4988,0.5047,0.5206,0.2803,0.1727,0.2036,0.2029,0.1712,0.2166,0.3944,0.469,0.4855,0.4944,0.2806,0.1743,0.1152,0.1432,0.1215,0.1982,0.3793,0.4235,0.4333,0.4498,0.2602,0.1636,0.1242,0.1482,0.1735,0.2321,0.307,0.3344,0.3748,0.3807,0.2858,0.1979,0.1222,0.1316,0.142,0.1788,0.251,0.2773,0.2944,0.3057,0.2433,0.1784,AU,1.0,1.0,2025,95.0,91.0,K,0.1393,0.1557,0.1546,0.2058,0.283,0.3067,0.3244,0.3392,0.297,0.2124,,,,,,,,,,,,,,,,,,,,,0.1355,0.1534,0.1519,0.2066,0.2903,0.3171,0.3347,0.3477,0.2908,0.2086
11,14,48,261213,0.014070620226740781,,,,,,,,,,,0.1243,0.1415,0.1422,0.186,0.2587,0.2802,0.3071,0.3072,0.264,0.1921,0.1277,0.1537,0.1261,0.1875,0.4329,0.5073,0.5157,0.5282,0.279,0.1725,0.1295,0.1498,0.1233,0.1769,0.4157,0.5027,0.5118,0.5223,0.2797,0.1717,0.2061,0.2029,0.1708,0.2161,0.3952,0.467,0.4936,0.4968,0.2791,0.1737,0.1155,0.1446,0.1216,0.1965,0.3721,0.4221,0.4381,0.4431,0.2578,0.1623,0.1227,0.1457,0.1644,0.2242,0.2952,0.3208,0.3669,0.3668,0.2791,0.196,0.1224,0.1326,0.1396,0.1773,0.2465,0.2708,0.3018,0.3013,0.2404,0.1774,AU,1.0,1.0,2025,99.0,100.0,K,0.1393,0.1559,0.1535,0.2033,0.2789,0.3015,0.3248,0.334,0.2938,0.2116,,,,,,,,,,,,,,,,,,,,,0.1355,0.1554,0.1517,0.2037,0.2859,0.3143,0.3412,0.3433,0.2878,0.207
12,15,47,261213,4.470742319229391,,,,,,,,,,,0.1246,0.1396,0.1394,0.1901,0.2629,0.2838,0.304,0.3127,0.2674,0.194,0.1266,0.1529,0.1263,0.1877,0.4231,0.4932,0.473,0.5116,0.2758,0.1715,0.1299,0.1478,0.1231,0.1779,0.4083,0.4913,0.4753,0.509,0.2756,0.1713,0.2022,0.2029,0.1707,0.2165,0.3911,0.4597,0.4671,0.4867,0.2761,0.1725,0.1161,0.1436,0.1225,0.2006,0.3715,0.4171,0.4238,0.4461,0.2583,0.1624,0.1257,0.1484,0.1645,0.2235,0.2995,0.3307,0.367,0.375,0.2812,0.1958,0.123,0.134,0.1372,0.1775,0.2565,0.2843,0.3069,0.3126,0.245,0.179,AU,1.0,1.0,2025,99.0,100.0,K,0.138,0.1542,0.1524,0.2054,0.2822,0.3053,0.3238,0.3361,0.2939,0.2116,,,,,,,,,,,,,,,,,,,,,0.1338,0.1535,0.1494,0.207,0.2908,0.3138,0.3346,0.345,0.2923,0.2099
13,15,48,261213,6.203756181331155,,,,,,,,,,,0.1252,0.1397,0.1424,0.1874,0.2627,0.2828,0.2995,0.3123,0.2662,0.1932,0.1272,0.1538,0.1259,0.1866,0.4329,0.5075,0.5117,0.5272,0.2796,0.173,0.1299,0.1489,0.1227,0.1771,0.4141,0.4988,0.5047,0.5206,0.2803,0.1727,0.2036,0.2029,0.1712,0.2166,0.3944,0.469,0.4855,0.4944,0.2806,0.1743,0.1152,0.1432,0.1215,0.1982,0.3793,0.4235,0.4333,0.4498,0.2602,0.1636,0.1242,0.1482,0.1735,0.2321,0.307,0.3344,0.3748,0.3807,0.2858,0.1979,0.1222,0.1316,0.142,0.1788,0.251,0.2773,0.2944,0.3057,0.2433,0.1784,AU,1.0,1.0,2025,99.0,100.0,K,0.1393,0.1557,0.1546,0.2058,0.283,0.3067,0.3244,0.3392,0.297,0.2124,,,,,,,,,,,,,,,,,,,,,0.1355,0.1534,0.1519,0.2066,0.2903,0.3171,0.3347,0.3477,0.2908,0.2086
14,18,51,281383,7.272089385240232,,,,,,,,,,,0.1332,0.1509,0.1612,0.207,0.2781,0.3016,0.3427,0.3339,0.3034,0.2205,0.1303,0.1556,0.1278,0.1902,0.4158,0.4818,0.4649,0.505,0.2748,0.1733,0.1304,0.1519,0.1248,0.179,0.4059,0.4828,0.4819,0.5037,0.2812,0.1743,0.2045,0.2057,0.1706,0.2167,0.3929,0.4617,0.4751,0.4845,0.2836,0.1779,0.1167,0.1508,0.1231,0.2069,0.3773,0.4224,0.4348,0.452,0.2747,0.1702,0.1292,0.1592,0.1924,0.2554,0.3251,0.3607,0.4028,0.4126,0.3142,0.2107,0.1282,0.1441,0.1551,0.1973,0.2714,0.3017,0.336,0.3409,0.2799,0.2022,AU,1.0,1.0,2025,85.0,60.0,"K,DF",0.1459,0.164,0.1717,0.2257,0.2977,0.321,0.3543,0.3579,0.3354,0.2415,,,,,,,,,,,,,,,,,,,,,0.1417,0.1637,0.1672,0.2245,0.3046,0.3292,0.361,0.363,0.3243,0.2335
15,18,52,281383,0.7997293081907386,,,,,,,,,,,0.1299,0.1478,0.1591,0.2055,0.2736,0.2936,0.3267,0.3292,0.3032,0.2218,0.1295,0.1543,0.1267,0.189,0.4039,0.4667,0.4583,0.4961,0.2723,0.1714,0.1294,0.1486,0.1236,0.177,0.4,0.4746,0.4811,0.496,0.2791,0.1729,0.2046,0.2038,0.1707,0.2158,0.3916,0.4576,0.4718,0.4788,0.281,0.1763,0.1161,0.1466,0.1236,0.2076,0.3714,0.4179,0.4187,0.4506,0.2742,0.1689,0.1256,0.1502,0.1775,0.2512,0.3135,0.3506,0.3684,0.4018,0.3109,0.2094,0.1262,0.1395,0.1497,0.1966,0.2641,0.2961,0.3201,0.3359,0.2796,0.202,AU,1.0,1.0,2025,85.0,60.0,"K,DF",0.1454,0.1624,0.1697,0.227,0.2914,0.3151,0.343,0.3515,0.3367,0.245,,,,,,,,,,,,,,,,,,,,,0.1438,0.1654,0.1727,0.2312,0.3042,0.3225,0.3605,0.3585,0.3316,0.2413
16,19,51,281383,0.015699515601085432,,,,,,,,,,,0.1373,0.157,0.1699,0.2096,0.2779,0.3013,0.3583,0.3344,0.3073,0.2235,0.1298,0.1544,0.1277,0.1872,0.3966,0.4566,0.4589,0.4785,0.2674,0.1712,0.1301,0.1496,0.1247,0.1783,0.3938,0.4649,0.4759,0.4852,0.2756,0.173,0.2055,0.2055,0.1719,0.2176,0.3871,0.4554,0.4728,0.4738,0.2828,0.1789,0.1174,0.1488,0.1252,0.2101,0.38,0.4215,0.4406,0.4549,0.2799,0.1738,0.1293,0.1604,0.1913,0.2598,0.3313,0.3684,0.4295,0.4238,0.3257,0.2167,0.1331,0.1505,0.1653,0.2041,0.2784,0.3122,0.3713,0.3545,0.2925,0.2103,AU,1.0,1.0,2025,85.0,60.0,"K,DF",0.149,0.1677,0.177,0.2271,0.2962,0.3188,0.3619,0.3553,0.3383,0.245,,,,,,,,,,,,,,,,,,,,,0.1447,0.1673,0.1716,0.2259,0.3019,0.3235,0.3708,0.3592,0.3261,0.2362
17,19,50,281321,7.226088717517663,,,,,,,,,,,0.1331,0.1549,0.1588,0.2149,0.2873,0.3134,0.3616,0.3416,0.3106,0.2229,0.1309,0.1555,0.1271,0.1907,0.4153,0.4815,0.4756,0.4943,0.2696,0.1731,0.1301,0.1524,0.1252,0.1836,0.4061,0.4816,0.4885,0.5023,0.2786,0.175,0.2061,0.2067,0.1714,0.2193,0.3904,0.4608,0.4829,0.485,0.2864,0.1812,0.118,0.1495,0.1241,0.2097,0.3888,0.4287,0.4515,0.4604,0.2811,0.1761,0.1269,0.1566,0.1876,0.2618,0.3476,0.3823,0.4264,0.4351,0.3271,0.2163,0.1295,0.147,0.159,0.2047,0.2906,0.3214,0.3647,0.3639,0.2914,0.2091,AU,1.0,1.0,2025,82.0,49.0,"K,R,W",0.147,0.1661,0.1685,0.2266,0.304,0.327,0.3665,0.3679,0.3373,0.2392,,,,,,,,,,,,,,,,,,,,,0.1406,0.1625,0.16,0.2213,0.305,0.3351,0.3618,0.3694,0.3225,0.2297
18,19,51,281321,4.1603039363448975,,,,,,,,,,,0.1373,0.157,0.1699,0.2096,0.2779,0.3013,0.3583,0.3344,0.3073,0.2235,0.1298,0.1544,0.1277,0.1872,0.3966,0.4566,0.4589,0.4785,0.2674,0.1712,0.1301,0.1496,0.1247,0.1783,0.3938,0.4649,0.4759,0.4852,0.2756,0.173,0.2055,0.2055,0.1719,0.2176,0.3871,0.4554,0.4728,0.4738,0.2828,0.1789,0.1174,0.1488,0.1252,0.2101,0.38,0.4215,0.4406,0.4549,0.2799,0.1738,0.1293,0.1604,0.1913,0.2598,0.3313,0.3684,0.4295,0.4238,0.3257,0.2167,0.1331,0.1505,0.1653,0.2041,0.2784,0.3122,0.3713,0.3545,0.2925,0.2103,AU,1.0,1.0,2025,82.0,49.0,"K,R,W",0.149,0.1677,0.177,0.2271,0.2962,0.3188,0.3619,0.3553,0.3383,0.245,,,,,,,,,,,,,,,,,,,,,0.1447,0.1673,0.1716,0.2259,0.3019,0.3235,0.3708,0.3592,0.3261,0.2362
19,18,53,291714,17.17426744832482,,,,,,,,,,,0.125,0.1441,0.1451,0.1975,0.2688,0.2912,0.3173,0.321,0.2846,0.2083,0.1296,0.1529,0.1268,0.1889,0.402,0.4664,0.4465,0.4937,0.269,0.17,0.1297,0.1465,0.1225,0.1764,0.399,0.4758,0.4658,0.4969,0.2756,0.1705,0.2031,0.2036,0.1708,0.2154,0.3902,0.4558,0.461,0.4788,0.2763,0.1734,0.1154,0.1409,0.123,0.2029,0.3667,0.4151,0.3952,0.444,0.2659,0.1658,0.1192,0.1408,0.1547,0.2322,0.3071,0.3391,0.3446,0.3911,0.2933,0.198,0.123,0.135,0.1385,0.1859,0.262,0.2917,0.3071,0.3277,0.2636,0.1912,AU,1.0,1.0,2025,70.0,77.0,"K,DF",0.1394,0.1578,0.1565,0.2149,0.2896,0.3118,0.3308,0.3446,0.3154,0.227,,,,,,,,,,,,,,,,,,,,,0.1416,0.1643,0.1676,0.2192,0.2948,0.3183,0.3508,0.3519,0.3169,0.2276
20,18,54,291714,13.084116437714027,,,,,,,,,,,0.1235,0.1439,0.137,0.1902,0.2648,0.2891,0.3304,0.3138,0.2676,0.1958,0.1295,0.1531,0.1274,0.1887,0.3997,0.4652,0.4373,0.49,0.2659,0.1687,0.1307,0.1482,0.123,0.1759,0.3975,0.4762,0.4511,0.497,0.272,0.1681,0.203,0.2044,0.1716,0.215,0.3885,0.454,0.4545,0.4788,0.2719,0.1708,0.1163,0.1416,0.1227,0.1988,0.3624,0.412,0.3967,0.4376,0.2583,0.1629,0.119,0.1406,0.1459,0.2148,0.3012,0.3288,0.3653,0.3811,0.2773,0.1875,0.1212,0.1366,0.1333,0.1763,0.2604,0.2883,0.3283,0.3204,0.2491,0.1814,AU,1.0,1.0,2025,70.0,77.0,"K,DF",0.1347,0.1566,0.1474,0.2038,0.2878,0.3088,0.3382,0.3378,0.2954,0.2106,,,,,,,,,,,,,,,,,,,,,0.1354,0.1597,0.153,0.2082,0.287,0.3148,0.3453,0.346,0.3025,0.2146
21,19,53,291714,0.7813334024859133,,,,,,,,,,,0.1277,0.1434,0.1481,0.1998,0.2678,0.2925,0.3031,0.3232,0.2879,0.2107,0.1277,0.1516,0.1265,0.1878,0.3944,0.4556,0.4521,0.4869,0.2665,0.1694,0.1295,0.1464,0.1222,0.1757,0.3956,0.4679,0.4762,0.4884,0.2747,0.1705,0.2028,0.2042,0.1722,0.2166,0.3912,0.4571,0.4744,0.4728,0.2766,0.1741,0.1154,0.1425,0.1234,0.2057,0.3749,0.4238,0.416,0.453,0.2706,0.1684,0.1209,0.1457,0.1663,0.2372,0.3169,0.3514,0.3774,0.4098,0.3054,0.2045,0.1279,0.1399,0.1492,0.1932,0.2719,0.3054,0.3227,0.345,0.2768,0.1991,AU,1.0,1.0,2025,70.0,77.0,"K,DF",0.1432,0.159,0.1601,0.2167,0.2909,0.3125,0.3293,0.3464,0.3206,0.2299,,,,,,,,,,,,,,,,,,,,,0.1429,0.1609,0.1686,0.2182,0.2898,0.3117,0.3331,0.3461,0.317,0.2285
22,21,10,81091,8.634904600749174,0.1149,0.1332,0.1316,0.1655,0.2689,0.2962,0.315,0.3211,0.1761,0.1477,0.1174,0.1356,0.1288,0.1784,0.2675,0.2828,0.2879,0.3059,0.2257,0.1642,0.1284,0.158,0.128,0.1993,0.3639,0.4046,0.3918,0.4274,0.2507,0.1664,0.1292,0.15,0.1241,0.1785,0.3439,0.3924,0.3863,0.4095,0.2479,0.1643,0.2033,0.2033,0.1702,0.213,0.347,0.3945,0.3981,0.4095,0.246,0.1638,0.1127,0.1371,0.1179,0.1857,0.3014,0.3304,0.324,0.3573,0.2223,0.1511,0.1087,0.1348,0.1221,0.1896,0.2821,0.3033,0.3087,0.3323,0.2204,0.155,0.1153,0.1325,0.1261,0.1676,0.2604,0.2827,0.2957,0.3091,0.2097,0.1554,A,0.0,0.0,2025,100.0,100.0,,0.1304,0.1493,0.1426,0.1988,0.286,0.309,0.3111,0.3276,0.256,0.1832,,,,,,,,,,,,,,,,,,,,,0.1273,0.1509,0.1413,0.1958,0.2882,0.3129,0.3194,0.3364,0.2553,0.1835
23,21,11,81091,5.582637422589761,0.1341,0.153,0.1436,0.1696,0.2718,0.2972,0.3242,0.3226,0.1782,0.1496,0.1184,0.1352,0.1289,0.1809,0.2622,0.282,0.2834,0.3041,0.2298,0.1664,0.1295,0.156,0.1284,0.1976,0.3595,0.4036,0.3911,0.4242,0.249,0.165,0.1287,0.1482,0.1221,0.1788,0.3479,0.3994,0.3986,0.4189,0.2495,0.1637,0.2021,0.2028,0.1697,0.2129,0.349,0.3966,0.4018,0.4129,0.2469,0.1638,0.1123,0.1334,0.1163,0.1844,0.3044,0.3408,0.3321,0.3627,0.2246,0.1518,0.1118,0.137,0.1399,0.1938,0.2889,0.3098,0.3362,0.3441,0.2257,0.1574,0.1189,0.1342,0.1276,0.1702,0.264,0.289,0.2963,0.3132,0.2127,0.1557,A,0.0,0.0,2025,100.0,100.0,,0.13,0.1489,0.1419,0.1983,0.2851,0.3043,0.3056,0.3282,0.258,0.184,,,,,,,,,,,,,,,,,,,,,0.1277,0.1499,0.1436,0.196,0.2877,0.312,0.3152,0.3356,0.2608,0.1871
24,22,10,81091,42.863296901361245,0.1114,0.1312,0.1291,0.1689,0.2801,0.3043,0.3433,0.3308,0.178,0.1489,0.1178,0.1365,0.1288,0.1797,0.2691,0.2862,0.2981,0.308,0.2276,0.1655,0.13,0.1597,0.1297,0.1984,0.368,0.4129,0.4059,0.4315,0.2512,0.166,0.1308,0.1509,0.1252,0.1789,0.3513,0.4027,0.4032,0.4184,0.2489,0.1644,0.2029,0.2031,0.1713,0.2137,0.3508,0.4014,0.4084,0.4173,0.247,0.164,0.1143,0.1391,0.1194,0.1874,0.3076,0.3381,0.3493,0.3622,0.2241,0.1519,0.1112,0.1387,0.1355,0.1967,0.2953,0.317,0.3365,0.3406,0.2263,0.1578,0.1157,0.1355,0.13,0.1723,0.2676,0.2889,0.3125,0.3159,0.2141,0.1578,A,0.0,0.0,2025,100.0,100.0,,0.1297,0.1491,0.1403,0.1982,0.2836,0.3102,0.312,0.3308,0.2566,0.1837,,,,,,,,,,,,,,,,,,,,,0.1259,0.1496,0.1378,0.1958,0.2924,0.3151,0.3286,0.3409,0.2548,0.1829
25,22,11,81091,9.574231306440993,0.1255,0.1473,0.1386,0.1739,0.2825,0.3047,0.3363,0.3327,0.1804,0.1512,0.1193,0.1379,0.1305,0.1827,0.2652,0.2868,0.2991,0.3061,0.2342,0.1683,0.1315,0.1588,0.1293,0.1946,0.3606,0.4115,0.3996,0.429,0.2508,0.1653,0.1297,0.1504,0.1243,0.1787,0.3547,0.409,0.4101,0.4323,0.252,0.1647,0.2033,0.2031,0.1705,0.2129,0.3532,0.406,0.4139,0.4223,0.2489,0.1641,0.114,0.138,0.1189,0.186,0.3134,0.3504,0.3594,0.371,0.227,0.1532,0.1127,0.1401,0.1449,0.2032,0.3012,0.3224,0.35,0.3524,0.2334,0.1614,0.12,0.1355,0.1316,0.1752,0.2678,0.2939,0.3064,0.3206,0.2191,0.1591,A,0.0,0.0,2025,100.0,100.0,,0.1307,0.1496,0.1417,0.1979,0.2832,0.3058,0.309,0.331,0.2604,0.1849,,,,,,,,,,,,,,,,,,,,,0.127,0.1497,0.1407,0.1951,0.2882,0.3149,0.326,0.34,0.2628,0.1874
26,25,59,321651,8.831854535609743,0.1292,0.1448,0.145,0.1807,0.2535,0.2734,0.2986,0.2953,0.2009,0.1715,0.1242,0.1417,0.1438,0.186,0.2475,0.2663,0.2879,0.2899,0.2656,0.1962,0.1269,0.1507,0.1243,0.1915,0.4073,0.4705,0.4546,0.4906,0.2757,0.1727,0.1286,0.1478,0.1217,0.1764,0.3821,0.4565,0.4458,0.4781,0.2747,0.1723,0.2048,0.2028,0.1706,0.2142,0.3777,0.4369,0.4503,0.4633,0.2738,0.1739,0.1127,0.1388,0.1192,0.1946,0.345,0.3867,0.3975,0.418,0.2556,0.1629,0.12,0.1389,0.1418,0.1925,0.2596,0.2836,0.2942,0.3243,0.27,0.1898,0.1247,0.1316,0.1376,0.1699,0.2362,0.2578,0.2717,0.2857,0.249,0.188,AU,1.0,1.0,2025,80.0,48.0,"K,I,DF,R",0.1404,0.1562,0.1564,0.2064,0.2782,0.2958,0.314,0.3255,0.2995,0.2172,,,,,,,,,,,,,,,,,,,,,0.1364,0.1615,0.1548,0.2067,0.2819,0.3051,0.3386,0.3323,0.3002,0.2166
