OBJECTID,StemTag,quadrat,subquadrat,sp,lx,ly,previous_dbh,status_2023,notes_2023,fad_2023,wound_2023,rot_2023,canker_2023,tag,UTMX,UTMY,status_2024,wound_2024,rot_2024,canker_2024,crown_living,crown_intact,crown_position,fad_2024,fad_choices,liana_load,lean_angle,dead_resprout,crown_check,lean_direction,comment_mortality_2024,mort_census,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
13156,180527,1804,22,fagugr,2.89,6.43,25.2,A,NA,NA,NA,NA,NA,180527,731944.89401,4713300.4298,AU,NA,NA,NA,95,97,2,LF,LF,NA,NA,NA,NA,NA,BLD,finished,4db3179f-a360-4bc4-b658-28c7d9b6fbd8,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:23:46Z,johnson.daniel_ufl,-72.1755440349668,42.5372898470446
13176,180615,1805,22,fagugr,8.74,5.09,10.7,DS,NA,NA,NA,NA,NA,180615,731950.73999,4713319.0909,DS,NA,NA,NA,0,37,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,eea3c6b0-6b55-48ae-9546-e03448d3f20c,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:52:20Z,johnson.daniel_ufl,-72.1754653596159,42.5374559471152
13178,180619,1805,22,fagugr,8.99,2.91,12.8,DS,NA,NA,NA,NA,NA,180619,731950.98599,4713316.9085,DS,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,78d51c28-303b-4c35-ad02-bc4140198335,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:57:22Z,johnson.daniel_ufl,-72.1754632530666,42.537436242695
13179,180621,1805,22,fagugr,9.55,2.62,10.2,DS,NA,U,NA,NA,NA,180621,731951.54999,4713316.6234,DS,NA,NA,NA,0,38,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,b359e5d0-2989-4757-bd2d-0a8538b902c9,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:57:54Z,johnson.daniel_ufl,-72.1754565094137,42.5374335090033
13181,180623,1805,22,fagugr,5.18,1.61,NA,DS,NA,NA,NA,NA,NA,180623,731947.17599,4713315.6064,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,a5d938b9-5f8f-486c-852b-f787dba60817,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:49:03Z,johnson.daniel_ufl,-72.1755101217682,42.5374256733021
13183,180628,1805,21,fagugr,3.81,4,NA,DS,NA,NA,NA,NA,NA,180628,731945.80801,4713307.9957,DS,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,a0da9c00-97bf-4e4a-b208-7be7dc02908f,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:45:58Z,johnson.daniel_ufl,-72.1755298487718,42.5373576268351
13184,180631,1805,21,fagugr,4.77,5.01,25.2,DS,NA,NA,NA,NA,NA,180631,731946.76599,4713309.0118,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,21a1f8ee-723c-4d17-9cfa-4b7f239fa37a,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:46:17Z,johnson.daniel_ufl,-72.1755177843976,42.537366479241
13187,180636,1805,21,fagugr,4.2,8.29,18.9,AU,NA,"W,K",2,NA,1,180636,731946.20401,4713312.2865,AU,NA,NA,2,90,98,2,"I,K,LF",LF,NA,NA,NA,NA,NA,BBD and BLD,finished,b18e2de2-2152-4dbb-9cc1-fe8d9b14332f,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:47:55Z,johnson.daniel_ufl,-72.1755232910703,42.537396103086
13189,180640,1805,21,fagugr,6.55,1.99,NA,DS,NA,NA,NA,NA,NA,180640,731948.55099,4713305.9858,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,e449115a-e1b6-4bfd-87f0-15e3e68c284b,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:45:27Z,johnson.daniel_ufl,-72.1754973010125,42.537338725283
13206,180720,1806,22,fagugr,4.65,5.14,20.9,A,NA,NA,NA,NA,NA,180720,731946.64499,4713339.141,AU,NA,NA,1,91,97,2,"I,LF,K",K,NA,NA,NA,NA,NA,BBD and BLD,finished,ab9f6e35-4410-4ab7-b39e-c22a5f33b2b2,2024-07-03T17:50:17Z,shuej21,2024-07-17T17:28:33Z,johnson.daniel_ufl,-72.175507032462,42.537637523495
13434,181383,1815,22,fagugr,9.33,7.27,14.9,AU,NA,"K,DF",NA,NA,3,181383,731951.32901,4713521.27399,AU,NA,NA,3,17,77,1,"K,I,DF",DF,NA,NA,NA,NA,NA,BBD,finished,a6111bb8-c07f-4b10-acde-8e7f026f00e5,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:59:15Z,johnson.daniel_ufl,-72.1753761658914,42.5392743784032
13468,181553,1816,21,fagugr,2.46,2.89,14,AU,NA,"K,DF",NA,NA,3,181553,731944.45801,4713526.89001,AU,NA,NA,3,14,48,2,"K,I",I,NA,NA,NA,NA,NA,NA,finished,ab5f2b44-8af0-4ae4-b486-c1665f3beb92,2024-07-03T17:50:17Z,shuej21,2024-07-18T16:09:58Z,johnson.daniel_ufl,-72.1754574607296,42.5393269550577
13484,181617,1822,12,fagugr,8.57,9.57,30.4,AU,BBD,K,NA,NA,2,181617,731940.573,4713663.57401,A,NA,NA,NA,98,99,3,NA,NA,NA,NA,NA,NA,NA,No canker just healed branch nodes,finished,ecb93d1f-75a7-473e-acde-1bf417294181,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:37:08Z,dcayetano_ufl,-72.1754492573145,42.5405575732958
13492,181627,1822,12,fagugr,8.11,1.68,10.2,AU,BBD,K,NA,NA,3,181627,731940.11401,4713655.685,AU,1,NA,3,93,97,1,"K,W",W,NA,NA,NA,NA,NA,NA,finished,8387ce4a-3df6-496b-956c-0717f952132d,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:45:53Z,dcayetano_ufl,-72.1754580410413,42.5404867503521
13504,181704,1823,11,fagugr,1.28,5.01,NA,DS,NA,NA,NA,NA,NA,181704,731933.27899,4713669.01001,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,004472de-aca0-4724-bf3b-6c52bed5ebb5,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:20:55Z,dcayetano_ufl,-72.1755357722628,42.5406086576605
13505,181708,1823,11,fagugr,3.93,4.29,17.3,DS,NA,NA,NA,NA,NA,181708,731935.927,4713668.29401,DS,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,079d9144-5568-436f-bba6-4b858334bfa3,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:20:28Z,dcayetano_ufl,-72.1755038542225,42.5406014226805
13599,190033,1901,12,fagugr,0.61,1.9,10.3,A,NA,NA,NA,NA,NA,190033,731952.60999,4713235.9039,A,NA,NA,NA,100,100,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,66a8ed7c-8677-48f1-b2a0-27d0b1a88a16,2024-07-03T17:50:17Z,shuej21,2024-07-17T17:49:44Z,kdarocha_ufl,-72.1754763639781,42.536707130428
13610,190086,1901,22,fagugr,4.59,4.09,16.4,A,NA,NA,NA,NA,NA,190086,731966.59201,4713238.0929,A,NA,NA,NA,98,99,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,f0df283a-fe49-4c38-b320-9f2fe8f0cb4c,2024-07-03T17:50:17Z,shuej21,2024-07-17T17:52:11Z,kdarocha_ufl,-72.1753054163762,42.5367226252774
13661,190239,1903,12,fagugr,2.48,0.97,19.7,DS,NA,NA,NA,NA,NA,190239,731954.479,4713274.9655,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,0d0c5e0c-560a-4178-a536-0e0a6e9a6c68,2024-07-03T17:50:17Z,shuej21,2024-07-17T18:58:53Z,kdarocha_ufl,-72.17543778493,42.5370579231082
13681,190283,1904,12,fagugr,2.75,8.19,26.8,DS,NA,NA,NA,NA,NA,190283,731954.75101,4713302.1926,DS,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,ffd91c38-4a1a-43fd-98ed-ba269bc91818,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:03:13Z,kdarocha_ufl,-72.1754234298517,42.5373027457298
13713,190324,1905,11,fagugr,0.47,2.04,18.7,DS,NA,NA,NA,NA,NA,190324,731952.474,4713306.0429,DS,NA,NA,NA,0,75,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,a41cf884-f39c-4597-92a0-10541baab1cb,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:17:21Z,kdarocha_ufl,-72.1754495627416,42.5373380620473
13718,190333,1905,11,fagugr,4.99,9.3,10.9,DC,NA,NA,NA,NA,NA,190333,731956.98499,4713313.3041,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,23d1b402-ee72-4ec4-956f-57d9a072b2d1,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:27:30Z,kdarocha_ufl,-72.1753917498649,42.5374020218961
13725,190347,1905,12,fagugr,4.78,5.06,10,DS,NA,NA,NA,NA,NA,190347,731956.78299,4713319.0611,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,230368fc-94de-4c6a-9283-c6f7a0880c40,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:32:53Z,kdarocha_ufl,-72.1753918711375,42.5374538660682
13726,190348,1905,12,fagugr,3.79,6.53,12.8,AU,BBD,"K,DF,R",NA,2,3,190348,731955.79001,4713320.5291,DS,1,1,2,0,80,1,"K,W,R",R,NA,NA,NA,NA,NA,BBD,finished,076fbd71-59a4-40ee-87ed-50b4cadaf74f,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:39:53Z,kdarocha_ufl,-72.1754033534034,42.5374673683818
13730,190355,1905,12,fagugr,4.8,4.63,10.5,DS,NA,NA,NA,NA,NA,190355,731956.80399,4713318.6279,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,a140d264-6c44-42a2-80d7-60f05c7672e5,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:30:57Z,kdarocha_ufl,-72.1753917920857,42.5374499627811
13749,190382,1905,21,fagugr,5.81,7.98,14.6,AU,BBD,"K,DF",NA,NA,3,190382,731967.806,4713311.9763,AU,NA,NA,3,0,80,2,"K,DF",DF,NA,NA,NA,NA,NA,"Crown is completely defoliated, there’s resprout along the stem",finished,7c5f892c-d101-4a2a-927f-212a2bcdb797,2024-07-03T17:50:17Z,shuej21,2024-07-23T16:10:23Z,kdarocha_ufl,-72.1752606739869,42.5373868316944
13758,190396,1906,11,fagugr,2.47,8.94,12.3,AU,BBD,K,NA,NA,3,190396,731954.466,4713332.942,AU,NA,NA,3,40,90,1,"K,DF",DF,NA,NA,NA,NA,NA,BBD,finished,67e11075-5882-4af3-bc33-4326284104fe,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:08:55Z,kdarocha_ufl,-72.1754144215461,42.5375794178136
13950,190842,1913,12,fagugr,1.56,8,16.7,AU,BBD,K,NA,NA,3,190842,731953.55801,4713482,AU,NA,NA,3,99,99,1,K,K,NA,NA,NA,NA,NA,BBD,finished,fa88793b-722d-482b-b691-6187d78a5cb7,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:31:30Z,j.bouchard_ufl,-72.1753649890526,42.538920445568
13998,191165,1922,21,fagugr,4.57,1,10,AU,BBD,K,NA,NA,3,191165,731966.569,4713645,AU,NA,NA,2,85,100,2,"K,I,F",F,NA,NA,NA,NA,NA,BBD,finished,ba5879db-e74b-4ec4-9cad-95be148245a2,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:06:33Z,jbudoffcorujo_ufl,-72.1751405916913,42.5403827023052
13999,191166,1922,21,fagugr,4.33,0.59,28.6,AU,NA,"K,R,B,W",3,3,3,191166,731966.32999,4713644.59201,AU,1,NA,2,20,40,3,"K,W,B",B,NA,NA,NA,NA,NA,"Many broken branches, BBD",finished,c8c010cf-fc93-4e4f-8c6b-dd33b3c5fe7a,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:07:54Z,jbudoffcorujo_ufl,-72.1751436648279,42.5403791043277
14019,191242,1923,21,fagugr,5.04,0.13,39.1,AU,BBD,"K,DF",NA,NA,3,191242,731967.04401,4713664.129,AU,NA,NA,3,78,90,3,"K,DF",DF,NA,NA,NA,NA,NA,BBD,finished,0f347ef3-ecde-4942-9358-5149b6fc6068,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:50:34Z,jbudoffcorujo_ufl,-72.175127051385,42.5405546219829
14129,200102,2002,12,fagugr,0.74,8.81,18.2,AU,BBD,K,NA,NA,2,200102,731972.73901,4713262.8098,AU,NA,NA,2,100,100,2,K,K,NA,NA,NA,NA,NA,BBD,finished,e4da8d9d-d0f4-4d2f-8118-3f4895776ff5,2024-07-03T17:50:17Z,shuej21,2024-07-18T17:13:36Z,johnson.daniel_ufl,-72.1752206234982,42.5369431059317
14484,201046,2022,12,fagugr,5.02,6.15,36.2,AU,NA,"K,B,W",2,NA,2,201046,731977.022,4713660.14801,AU,3,NA,NA,53,58,3,"B,W",W,NA,NA,NA,NA,NA,NA,finished,1a620fb3-358a-4ac1-b9fd-fcb3b314395c,2024-07-03T17:50:17Z,shuej21,2024-07-18T18:13:03Z,dcayetano_ufl,-72.1750072996694,42.5405158193867
14486,201050,2022,12,fagugr,8.52,1.4,14.2,AU,NA,"K,F,DF",NA,NA,2,201050,731980.51599,4713655.401,AU,NA,NA,2,95,100,3,"K,DF",DF,NA,NA,NA,NA,NA,NA,finished,8218b93a-62ef-4acc-b56e-3f8c69bad33c,2024-07-03T17:50:17Z,shuej21,2024-07-27T23:34:00Z,johnson.daniel_ufl,-72.1749667272596,42.540472072533
14488,201062,2022,22,fagugr,2.26,7.4,NA,DS,NA,NA,NA,NA,NA,201062,731984.258,4713661.396,DS,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,f4586657-c2d6-4f04-a11e-8a36325ece06,2024-07-03T17:50:17Z,shuej21,2024-07-18T18:06:20Z,dcayetano_ufl,-72.1749187778847,42.5405248732176
14594,201328,2025,21,fagugr,9.04,0.6,13.5,DS,NA,NA,NA,NA,NA,201328,731991.04099,4713704.603,DS,NA,NA,NA,0,24,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,1ef59a69-f68d-4504-b129-6dc7321ad997,2024-07-03T17:50:17Z,shuej21,2024-07-18T18:50:18Z,dcayetano_ufl,-72.1748187379014,42.5409114783189
14886,210548,2109,22,fagugr,7.17,8.67,33.9,A,NA,NA,NA,NA,NA,210548,732009.17401,4713402.67,AU,NA,NA,1,93,95,1,"LF,K",K,NA,NA,NA,NA,NA,BLD,finished,afe56621-6612-4682-ba04-99fc553b3f15,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:31:03Z,j.bouchard_ufl,-72.1747207155342,42.5381901942863
14916,210616,2110,22,fagugr,8.54,3.71,24.2,AU,NA,K,NA,NA,1,210616,732010.535,4713417.71001,AU,NA,NA,1,61,84,1,"LF,K,DF,I",I,NA,NA,NA,NA,NA,BBD bugs and BLD,finished,d7ba4370-b2a9-4c7f-b1ce-80695f1ad191,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:50:18Z,j.bouchard_ufl,-72.1746980573278,42.538325068095
14918,210626,2110,21,fagugr,5.16,8.31,13.6,DS,NA,NA,NA,NA,NA,210626,732007.16299,4713412.313,DS,NA,NA,NA,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,adcbd51b-fb87-4c4f-9b39-fbf97b6c7287,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:48:29Z,j.bouchard_ufl,-72.1747412618014,42.5382775349515
14926,210639,2111,11,fagugr,9.15,8.95,15.8,AU,NA,"K,DF",NA,NA,2,210639,732001.15201,4713432.95399,AU,NA,NA,2,89,98,1,"K,LF,DF",DF,NA,NA,NA,NA,NA,BBD AND BLD,finished,bb341bdf-6ff2-404b-972d-c9aebb3484e0,2024-07-03T17:50:17Z,shuej21,2024-07-21T16:14:02Z,j.bouchard_ufl,-72.174805997994,42.5384650018375
15032,210996,2124,12,fagugr,9.72,2.69,14.4,DS,NA,NA,NA,NA,NA,210996,732001.72299,4713696.69199,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,df78fc9a-df6a-43e0-8650-4decb50cf5b7,2024-07-03T17:50:17Z,shuej21,2024-07-21T13:18:32Z,jbudoffcorujo_ufl,-72.1746920170558,42.5408371140848
15035,211000,2124,12,fagugr,2.34,0.66,44.2,AU,BBD,"R,W,F,K",3,3,3,211000,731994.34,4713694.65799,DS,NA,2,3,0,48,3,"K,F,R,DF",DF,NA,NA,NA,NA,NA,NA,finished,4e82eac7-a0ff-4c31-ab65-e34c8b2a7d19,2024-07-03T17:50:17Z,shuej21,2024-07-21T13:20:54Z,jbudoffcorujo_ufl,-72.1747826462882,42.540821034497
15059,211039,2125,12,fagugr,1.35,7.77,51.1,DS,NA,NA,NA,NA,NA,211039,731993.353,4713721.76599,DS,NA,NA,NA,0,13,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,1564ec7a-e8c2-4e0e-83db-8dfa6725eb95,2024-07-03T17:50:17Z,shuej21,2024-07-21T13:42:46Z,jbudoffcorujo_ufl,-72.1747836506047,42.5410651626217
15259,220333,2206,12,fagugr,3.15,5.4,NA,DS,NA,NA,NA,NA,NA,220333,732015.146,4713339.399,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,9c95f84e-54b2-4a2a-be5e-2fc3063189c8,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:02:30Z,kdarocha_ufl,-72.1746737543061,42.5376192885698
15366,220637,2210,22,fagugr,2.22,8.28,10.8,DS,NA,K,NA,NA,3,220637,732024.22101,4713422.28,DS,NA,NA,NA,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,d62285d2-1362-44f0-bfa4-b1f6ddfa003e,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:47:01Z,kdarocha_ufl,-72.1745297390947,42.5383620670487
15389,220720,2211,22,fagugr,7.07,7.37,10.9,DS,Bbd,K,NA,NA,3,220720,732029.06799,4713441.373,DS,NA,NA,NA,0,18,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,191c9e1d-ec7d-4d9e-96a2-88fa6c54fbb5,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:01:49Z,kdarocha_ufl,-72.1744630355916,42.5385323514417
15432,220916,2223,12,fagugr,2.79,7.49,NA,DS,NA,NA,NA,NA,NA,220916,732014.78699,4713681.492,DS,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,c337c718-5620-4b53-80d7-8e07b17b276d,2024-07-03T17:50:17Z,shuej21,2024-07-21T14:43:27Z,dcayetano_ufl,-72.1745392818979,42.5406964714938
15439,220932,2223,22,fagugr,3.96,8.89,30.3,AU,Bbd,K,NA,NA,NA,220932,732025.95901,4713682.888,AU,1,NA,3,89,95,3,"K,W",W,NA,NA,NA,NA,NA,Looks like many small pimples,finished,92fca9c4-07b4-44a3-ac73-a3b4ba470fed,2024-07-03T17:50:17Z,shuej21,2024-07-21T14:42:15Z,dcayetano_ufl,-72.174402824213,42.5407056748826
15515,226684,2222,12,fagugr,0.43,7.51,13.6,DS,NA,NA,NA,NA,NA,226684,732012.42853,4713661.51169,DS,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,a092f837-9f2d-4761-a0b9-1f4355a0bc4c,2024-07-03T17:50:17Z,shuej21,2024-07-21T14:19:31Z,dcayetano_ufl,-72.1745760795869,42.5405174595208
15774,230722,2310,12,fagugr,4.24,7.1,NA,DS,NA,NA,NA,NA,NA,230722,732036.24301,4713421.103,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,35a210ba-1f49-4058-88d1-c38c9ca855e2,2024-07-03T17:50:17Z,shuej21,2024-07-21T16:05:28Z,johnson.daniel_ufl,-72.1743839919314,42.538347871918
15781,230735,2310,22,fagugr,0.18,3.27,16.8,DS,NA,NA,NA,NA,NA,230735,732042.17999,4713417.26601,DS,NA,NA,NA,0,39,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,1bc2190c-61cb-4d60-97c0-322853785cb9,2024-07-03T17:50:17Z,shuej21,2024-07-21T16:01:34Z,johnson.daniel_ufl,-72.1743133376377,42.5383115765573
15951,240029,2401,12,fagugr,0.82,3.51,NA,DS,NA,NA,NA,NA,NA,240029,732052.81699,4713237.5132,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,2603642a-3666-4305-8ed1-21ab9fbc6079,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:12:16Z,mageel_ufl,-72.1742569171496,42.536691534963
15962,240061,2401,22,fagugr,9.17,4.01,20,AU,NA,"K,F",NA,NA,1,240061,732071.16901,4713238.0074,AU,NA,NA,NA,95,97,2,I,I,NA,NA,NA,NA,NA,Just the scale no real cankers yet,finished,a5a6f466-1ca9-428b-ae50-8ca599bfd835,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:24:22Z,mageel_ufl,-72.1740335061385,42.5366904712596
15963,240063,2401,22,fagugr,9.1,1.79,11,AU,NA,F,NA,NA,NA,240063,732071.099,4713235.7855,AU,NA,NA,NA,99,99,1,I,I,NA,NA,NA,NA,NA,Just the scale,finished,be561d9a-8e28-45c6-9bcb-1899c6bc4f88,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:25:04Z,mageel_ufl,-72.1740352596499,42.5366705064638
15964,240067,2401,21,fagugr,2.94,4.78,10.5,DS,NA,NA,NA,NA,NA,240067,732064.94101,4713228.77599,DS,NA,NA,NA,0,50,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,8ac6a7e9-fb55-430c-93f5-221abbfe521e,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:32:49Z,mageel_ufl,-72.1741130025495,42.5366093060704
15968,240087,2401,21,fagugr,8.12,1.6,10.3,AU,NA,"K,F",NA,NA,2,240087,732070.121,4713225.5986,AU,NA,NA,2,99,99,3,"I,K,F",F,NA,NA,NA,NA,NA,NA,finished,554a36a5-1d10-4dfc-9743-bb53167f90c8,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:31:20Z,mageel_ufl,-72.1740512891878,42.53657917085
15970,240098,2402,11,fagugr,2.52,6.08,15.7,AU,NA,"B,W,K,F",3,NA,2,240098,732054.52499,4713250.0814,AU,2,NA,2,13,14,3,"B,W,K,F,I",I,NA,NA,NA,NA,NA,BBD too,finished,743b56a5-9e42-4bce-9931-28e84515b30b,2024-07-03T17:50:17Z,shuej21,2024-07-26T19:20:58Z,mageel_ufl,-72.1742310429745,42.5368040709723
15972,240109,2402,11,fagugr,8.6,9.88,25,AU,NA,F,NA,NA,NA,240109,732060.60001,4713253.8752,AU,NA,NA,1,96,97,3,"K,I",I,NA,NA,NA,NA,NA,NA,finished,501c668c-565d-41ab-98b6-e391f384e338,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:40:03Z,mageel_ufl,-72.174155614135,42.5368363725392
15977,240122,2402,12,fagugr,4.15,1.79,11.1,AU,NA,K,NA,NA,1,240122,732056.15302,4713255.7947,AU,NA,NA,2,98,98,2,"K,I,F",F,NA,NA,NA,NA,NA,NA,finished,6d11770a-1cb1-4993-99d3-9577e25aa61c,2024-07-03T17:50:17Z,shuej21,2024-07-21T15:42:26Z,mageel_ufl,-72.1742089228589,42.5368549730712
16060,240488,2406,11,fagugr,7.32,7.66,13,AU,NA,"B,W",2,NA,NA,240488,732059.32501,4713331.66,AU,2,NA,1,5,68,1,"B,DF,W,K,I",F,NA,NA,NA,NA,NA,NA,finished,0de507e1-62b3-401c-8def-3eda01e60923,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:29:28Z,mageel_ufl,-72.1741395495628,42.5375364175225
16062,240490,2406,11,fagugr,7.55,5.6,10.2,AU,NA,"F,DF",NA,NA,NA,240490,732059.54999,4713329.602,AU,NA,NA,2,58,86,1,"K,LF,DF,I",F,NA,NA,NA,NA,NA,BBD heavy,finished,cb6f971e-1b64-4353-a2a8-966f2c7effd5,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:28:19Z,mageel_ufl,-72.1741376478294,42.5375178383747
16096,240649,2407,21,fagugr,3.19,4.63,16.1,AU,NA,"B,W",2,NA,NA,240649,732065.194,4713348.632,AU,2,NA,NA,17,18,2,"B,W",W,NA,NA,NA,NA,NA,NA,finished,4c35e43c-3d40-44a9-b44f-d9920836c70e,2024-07-03T17:50:17Z,shuej21,2024-07-21T18:24:07Z,mageel_ufl,-72.1740612766572,42.5376873162182
16119,240767,2409,11,fagugr,1.39,9.48,17.1,AU,NA,"K,F",NA,NA,2,240767,732053.39301,4713393.479,AU,1,2,2,95,97,1,"R,W,I,K,F",F,NA,NA,NA,NA,NA,NA,finished,e1791aca-63f5-4545-a24b-b567c8c53bdf,2024-07-03T17:50:17Z,shuej21,2024-07-26T19:23:08Z,mageel_ufl,-72.174186607809,42.5380942507352
16127,240785,2409,12,fagugr,8.15,9.41,28.8,AU,NA,"DF,K,F",NA,NA,3,240785,732060.15302,4713403.405,AU,NA,2,3,28,59,2,"K,I,F,R",R,NA,NA,NA,NA,NA,NA,finished,8df717d8-3e92-48a7-9f54-2cc5be4cc6c6,2024-07-03T17:50:17Z,shuej21,2024-07-21T19:08:49Z,mageel_ufl,-72.1741003569653,42.5381815041635
16171,240895,2410,21,fagugr,6.28,7.35,11.6,DS,NA,NA,NA,NA,NA,240895,732068.27499,4713411.34801,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,57beacbe-e503-47dc-b541-e1e96786ada6,2024-07-03T17:50:17Z,shuej21,2024-07-21T19:30:05Z,mageel_ufl,-72.1739983442816,42.5382505121385
16224,241202,2420,11,fagugr,4.12,9.53,11.9,AU,NA,"K,F",NA,NA,2,241202,732056.11899,4713613.53299,AU,NA,NA,2,98,99,2,K,K,NA,NA,NA,NA,NA,NA,finished,3b005c40-eef8-4b07-9b92-02fd44b9dd5e,2024-07-03T17:50:17Z,shuej21,2024-07-21T16:53:14Z,dcayetano_ufl,-72.1740641270116,42.5400727843602
16263,241385,2421,11,fagugr,8.73,9.77,NA,DS,NA,NA,NA,NA,NA,241385,732060.728,4713633.76901,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,e649a817-7dbf-4e04-8490-c9991a76c384,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:49:55Z,dcayetano_ufl,-72.1739998507564,42.5402534198784
16282,241482,2421,21,fagugr,1.41,6.1,18.5,AU,NA,K,NA,NA,1,241482,732063.41101,4713630.09601,AU,NA,NA,2,87,97,2,"K,DF",DF,NA,NA,NA,NA,NA,NA,finished,b632495e-7ac9-4607-b15e-61ead8e742dc,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:49:21Z,dcayetano_ufl,-72.1739687079621,42.5402195765719
16286,241504,2421,21,fagugr,5.38,4.03,19.4,A,NA,NA,NA,NA,NA,241504,732067.37799,4713628.02701,A,NA,NA,NA,98,99,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,74e56392-31ca-4866-867f-c670e909d57d,2024-07-03T17:50:17Z,shuej21,2024-07-21T17:45:04Z,dcayetano_ufl,-72.1739212957797,42.5401997750654
